comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts
6667af27000000000502751c,2024-06-11-09:57:59,北京,666005e2000000000e0330e8,大家知道中毒后看东西一直重影怎么办么[哭惹R]，到现在也没缓解,598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,66631d010000000005024850,2024-06-29-10:53:46
6667bf940000000005026378,2024-06-11-11:08:05,广西,666005e2000000000e0330e8,实在不行在去医院打两天针吧,618a3eab000000001000c4dc,朝暮,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vv3ksr7ls6g5oca7qlk1h6sq98fdd8?imageView2/2/w/120/format/jpg,0,,6667af27000000000502751c,2024-06-29-10:53:46
6667bfce000000000502fcce,2024-06-11-11:09:02,北京,666005e2000000000e0330e8,这边的医院不给打针，说我意识清醒[失望R],598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,6667bf940000000005026378,2024-06-29-10:53:46
666840af000000001b004d44,2024-06-11-20:18:56,福建,666005e2000000000e0330e8,不行去云南看吧！那边比较专业,5fa194160000000001002c7c,全面抵制日本所有产品,https://sns-avatar-qc.xhscdn.com/avatar/5fa194160000000001002c7c.jpg?imageView2/2/w/120/format/jpg,0,,6667bfce000000000502fcce,2024-06-29-10:53:46
66699fa8000000002300f54d,2024-06-12-21:16:24,浙江,666005e2000000000e0330e8,@交大九歌学姐,63354e37000000001802a022,小歌小助理,https://sns-avatar-qc.xhscdn.com/avatar/529594cd91bbf4c43608131bf9134bdc.jpg?imageView2/2/w/120/format/jpg,0,,66631d010000000005024850,2024-06-29-10:53:46
666ab5bc000000002101cfb3,2024-06-13-17:02:52,云南,666005e2000000000e0330e8,@飞飞虾 @来福是只基 @没话说了,654ad1ca000000000301e040,delsin7,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vsditv264005paaq750ro20ohtssh0?imageView2/2/w/120/format/jpg,0,,66631d010000000005024850,2024-06-29-10:53:46
6672a153000000001b013eb3,2024-06-19-17:13:55,云南,666005e2000000000e0330e8,在云南吃了见手青+吸了登革热杀虫剂，头晕都不知道因为啥[笑哭R],5f90ca64000000000100754a,Aloong,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ur9pnsnla605nsgp9i08taau594q68?imageView2/2/w/120/format/jpg,0,,66631d010000000005024850,2024-06-29-10:53:47
667cb165000000000d00c5d4,2024-06-27-08:25:09,上海,666005e2000000000e0330e8,在抖音看到你了，没想到小红书也刷到了，你那个吃了半盆的同事怎样了，他没事吗？,557eccdf484fb6788fb753cf,兔子🐰,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rrg23892i0040qqjq6dukufiec6nc8?imageView2/2/w/120/format/jpg,0,,66631d010000000005024850,2024-06-29-10:53:47
667cb2c1000000002300f257,2024-06-27-08:30:57,北京,666005e2000000000e0330e8,没事的，只有轻微腹泻,598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,667cb165000000000d00c5d4,2024-06-29-10:53:47
667e2840000000002300db61,2024-06-28-11:04:32,云南,666005e2000000000e0330e8,买张机票来云南打解毒针水,6548ff920000000030030229,momo,https://sns-avatar-qc.xhscdn.com/avatar/66652e542fd7f54f802085e2.jpg?imageView2/2/w/120/format/jpg,0,,6667af27000000000502751c,2024-06-29-10:53:47
666065de00000000050278ba,2024-06-05-21:19:26,北京,666005e2000000000e0330e8,哈哈哈[笑哭R],598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:48
66606952000000001c00ae56,2024-06-05-21:34:11,云南,666005e2000000000e0330e8,我在云南还没中过毒，去荷兰吃致幻小蘑菇倒是有胃疼头晕。但这种神经毒素应该就靠代谢，好了多吃点补补,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,666065de00000000050278ba,2024-06-29-10:53:48
66606a9b0000000005027234,2024-06-05-21:39:40,北京,666005e2000000000e0330e8,看来哪里都有毒蘑菇[失望R],598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,66606952000000001c00ae56,2024-06-29-10:53:48
6660f8cd000000000502eeba,2024-06-06-07:46:22,云南,666005e2000000000e0330e8,上个月28号吃的第一茬，白葱100一斤，石屏旅游买到大理自己做的，连吃两天，香得很。我们还是外地人[偷笑R],61baddf40000000010004a50,momo,https://sns-avatar-qc.xhscdn.com/avatar/6502af29a5198e9c851358c0.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:48
6660fcd5000000001b005773,2024-06-06-08:03:34,云南,666005e2000000000e0330e8,孤身走暗巷无悔的模样👍,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,6660f8cd000000000502eeba,2024-06-29-10:53:48
666101e4000000000502f01b,2024-06-06-08:25:09,云南,666005e2000000000e0330e8,我们也还没吃，连饭店我们都不敢去吃[笑哭R],59947b215e87e749003cf4b0,不要吃太胖,https://sns-avatar-qc.xhscdn.com/avatar/6448d46cdd18c6c67a00ee4b.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:48
666102f9000000001c008578,2024-06-06-08:29:46,云南,666005e2000000000e0330e8,我一般要7月中旬才敢吃[笑哭R],644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,666101e4000000000502f01b,2024-06-29-10:53:49
66610554000000000502e5c8,2024-06-06-08:39:48,云南,666005e2000000000e0330e8,我昨天刚吃，回家我爸知道我去吃菌子了，说头水菌你都敢吃啊[笑哭R],58eb9cb250c4b46fd7c59843,每天都想吃烧烤,https://sns-avatar-qc.xhscdn.com/avatar/66166505ec8f5c985e808bc8.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:49
666105ad000000001c024545,2024-06-06-08:41:17,云南,666005e2000000000e0330e8,[笑哭R]可能我们年纪大了的人都怕中毒,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,66610554000000000502e5c8,2024-06-29-10:53:49
666117d1000000000502665c,2024-06-06-09:58:42,云南,666005e2000000000e0330e8,但是造成的损伤是不可逆的[暗中观察R],5a2b45c14eacab6d2bfb9bf0,2411,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t79246k46004a05tt2s36vgsa2j6b0?imageView2/2/w/120/format/jpg,0,,66606952000000001c00ae56,2024-06-29-10:53:49
66612004000000001c00aeb8,2024-06-06-10:33:41,重庆,666005e2000000000e0330e8,难怪我问靠谱的云南代说菌子还有两个月[笑哭R][笑哭R]，原来是为了保护我，西南F4的情谊！！,58380f1c50c4b47fe2ec74b3,mo2mo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3148mf01am80048t0fb7hot5jnaovv48?imageView2/2/w/120/format/jpg,0,,666102f9000000001c008578,2024-06-29-10:53:49
66612415000000001c017231,2024-06-06-10:51:01,云南,666005e2000000000e0330e8,哈哈哈哈[笑哭R]难怪我说我记忆力不好了,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,666117d1000000000502665c,2024-06-29-10:53:50
66612638000000000502f2ae,2024-06-06-11:00:08,北京,666005e2000000000e0330e8,我也是[哭惹R]，我这两天经常说第一句，就忘了第二句要说啥,598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,66612415000000001c017231,2024-06-29-10:53:50
66612c02000000001b004178,2024-06-06-11:24:51,云南,666005e2000000000e0330e8,[偷笑R]给她个锦旗吧,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,66612004000000001c00aeb8,2024-06-29-10:53:50
66612c4c000000001c0099b9,2024-06-06-11:26:05,云南,666005e2000000000e0330e8,给毒素一点时间，过几天就自己滚了[满月R],644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,66612638000000000502f2ae,2024-06-29-10:53:50
66612d8c000000000502fdaa,2024-06-06-11:31:24,北京,666005e2000000000e0330e8,我要多喝水让它滚的快一点[笑哭R],598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,66612c4c000000001c0099b9,2024-06-29-10:53:50
66612ff40000000005024fcd,2024-06-06-11:41:41,云南,666005e2000000000e0330e8,@Lee 哈哈哈哈哈,5d9a0421000000000100375a,一碗小米周,https://sns-avatar-qc.xhscdn.com/avatar/0dd6f7e91ce0bea602fbc47515b7c72f.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:51
666131a3000000000502c8b8,2024-06-06-11:48:52,云南,666005e2000000000e0330e8,本地人吃了两星期了[doge],5fc48acb000000000101f309,momo,https://sns-avatar-qc.xhscdn.com/avatar/6403361faa57c28f569f7b09.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:51
666131c3000000001b0051e6,2024-06-06-11:49:23,云南,666005e2000000000e0330e8,嗯！会没事的～我之前看过一位湖南的朋友～第二天去客户那谈着谈着客户头上开出了好大一朵花，转过头同事脸上也发芽了[笑哭R],644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,66612d8c000000000502fdaa,2024-06-29-10:53:51
666131f8000000001c014773,2024-06-06-11:50:16,云南,666005e2000000000e0330e8,👍👍👍,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,666131a3000000000502c8b8,2024-06-29-10:53:51
66613532000000001b005176,2024-06-06-12:04:03,湖北,666005e2000000000e0330e8,头水菌是什么意思呀,5c826c780000000012012049,omom,https://sns-avatar-qc.xhscdn.com/avatar/63ddb28234d324a3dba68dc0.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:51
6661353c000000001c0265f0,2024-06-06-12:04:13,云南,666005e2000000000e0330e8,我吃了昨天,5bce25933487de0001398d77,猫7,https://sns-avatar-qc.xhscdn.com/avatar/5dda9048ec671a000149f219.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:52
6661445d000000001c0255ca,2024-06-06-13:08:45,中国,666005e2000000000e0330e8,头水菌子毒性大是吗[笑哭R][笑哭R]我还准备下周去云南吃菌子呢,61cfb67d00000000100085d3,yang,https://sns-avatar-qc.xhscdn.com/avatar/61cfb67d00000000100085d3.jpg?imageView2/2/w/120/format/jpg,0,,66610554000000000502e5c8,2024-06-29-10:53:52
666144bc0000000005027c96,2024-06-06-13:10:20,广西,666005e2000000000e0330e8,网购，紫色的还145一斤呢,6006275b0000000001003391,MOMO,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30oe1m4a92e005o064tdg8cshrbbam38?imageView2/2/w/120/format/jpg,0,,6660f8cd000000000502eeba,2024-06-29-10:53:52
666149d4000000000502df2c,2024-06-06-13:32:04,北京,666005e2000000000e0330e8,挺大的，通行的妹妹吃了两片就中毒了,598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,6661445d000000001c0255ca,2024-06-29-10:53:52
666166f6000000000502dced,2024-06-06-15:36:22,云南,666005e2000000000e0330e8,头水菌什么意思？第一批蘑菇吗？毒性强？,5d9f6ba500000000010010b1,momo,https://sns-avatar-qc.xhscdn.com/avatar/66269f9f1d9d8ddde45df8fe.jpg?imageView2/2/w/120/format/jpg,0,,66610554000000000502e5c8,2024-06-29-10:53:52
6661753c000000001b006136,2024-06-06-16:37:16,云南,666005e2000000000e0330e8,今天中午刚在云南吃过见手青[偷笑R],58eb70f06a6a6960ff3e7795,蓝蓝蓝风,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ovdqbm13q6049cnr8of0tslv2623eo?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:53
6661b3d1000000000502729a,2024-06-06-21:04:18,云南,666005e2000000000e0330e8,有这种说法，但是想吃，管他的了[笑哭R],58eb9cb250c4b46fd7c59843,每天都想吃烧烤,https://sns-avatar-qc.xhscdn.com/avatar/66166505ec8f5c985e808bc8.jpg?imageView2/2/w/120/format/jpg,0,,6661445d000000001c0255ca,2024-06-29-10:53:53
6661b3f7000000000502d274,2024-06-06-21:04:55,云南,666005e2000000000e0330e8,是的呀,58eb9cb250c4b46fd7c59843,每天都想吃烧烤,https://sns-avatar-qc.xhscdn.com/avatar/66166505ec8f5c985e808bc8.jpg?imageView2/2/w/120/format/jpg,0,,666166f6000000000502dced,2024-06-29-10:53:53
6661b8d3000000001b00480e,2024-06-06-21:25:39,湖北,666005e2000000000e0330e8,头水菌为什么不能吃,60ab2bee00000000010055f5,踏雪无痕,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nsiami2he005o5b5fn08lfl4d2qpoo?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:53
6661c173000000001c0259fb,2024-06-06-22:02:28,云南,666005e2000000000e0330e8,因为比较毒[满月R],644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,6661b8d3000000001b00480e,2024-06-29-10:53:53
66626a5d000000001b006579,2024-06-07-10:03:10,浙江,666005e2000000000e0330e8,原来第一波出的野生菌真的会有毒[笑哭R]，前天买了点回来，我爸说小心点头波菌有毒但还是让我买了，因为都是认识的菌子，昨晚炒好我老公不让我吃又全部倒掉了。,5e73c1aa0000000001009b79,耿鸥,https://sns-avatar-qc.xhscdn.com/avatar/5e73c1e9af2ebb0001948bd0.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:54
66627d8d000000000502738a,2024-06-07-11:25:02,云南,666005e2000000000e0330e8,真的是，外地朋友都很勇,613acd95000000000201e446,momo,https://sns-avatar-qc.xhscdn.com/avatar/7121a416be8e543266fd62c1cc9d575e.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:54
66627eed000000000502d925,2024-06-07-11:30:54,北京,666005e2000000000e0330e8,外地朋友不知道毒性这么大[失望R],598121645e87e75cd414afe5,锅盖女士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313m0801t1c0049n86hgm9bv5p69he3g?imageView2/2/w/120/format/jpg,0,,66627d8d000000000502738a,2024-06-29-10:53:54
666284c6000000001c025ee7,2024-06-07-11:55:51,安徽,666005e2000000000e0330e8,没中毒，红见手青yyds,5f45f98a0000000001006847,梧桐雨🎀,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30u563ujllg005nq5v6508q2707amug0?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:54
666286da000000000502ccd1,2024-06-07-12:04:43,云南,666005e2000000000e0330e8,本地人不太敢吃头茬菌，毒性大。一般进入6月中旬大批量上市的时候开干,613acd95000000000201e446,momo,https://sns-avatar-qc.xhscdn.com/avatar/7121a416be8e543266fd62c1cc9d575e.jpg?imageView2/2/w/120/format/jpg,0,,66627eed000000000502d925,2024-06-29-10:53:54
66628979000000000502ce17,2024-06-07-12:15:54,云南,666005e2000000000e0330e8,哈哈哈哈真的是,613acd95000000000201e446,momo,https://sns-avatar-qc.xhscdn.com/avatar/7121a416be8e543266fd62c1cc9d575e.jpg?imageView2/2/w/120/format/jpg,0,,66612004000000001c00aeb8,2024-06-29-10:53:56
6662899c000000000502e555,2024-06-07-12:16:28,云南,666005e2000000000e0330e8,哈哈哈哈哈,613acd95000000000201e446,momo,https://sns-avatar-qc.xhscdn.com/avatar/7121a416be8e543266fd62c1cc9d575e.jpg?imageView2/2/w/120/format/jpg,0,,666131c3000000001b0051e6,2024-06-29-10:53:56
666289bc0000000005026d6b,2024-06-07-12:17:01,云南,666005e2000000000e0330e8,差不多，6月中下旬开干,613acd95000000000201e446,momo,https://sns-avatar-qc.xhscdn.com/avatar/7121a416be8e543266fd62c1cc9d575e.jpg?imageView2/2/w/120/format/jpg,0,,6661445d000000001c0255ca,2024-06-29-10:53:56
6662f387000000001b004dba,2024-06-07-19:48:24,云南,666005e2000000000e0330e8,+1。头水jier不敢吃[捂脸R],62134723000000001000ad83,公主,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30psjqqbmmq005ogj8shk1bc31nq45ao?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:56
66630d80000000001b005379,2024-06-07-21:39:13,云南,666005e2000000000e0330e8,我们家也是[捂脸R][捂脸R]再等等,5ac5cbdc4eacab14407a316d,🐰 yaya,https://sns-avatar-qc.xhscdn.com/avatar/5ac5cc19d2c8a527a9b7eaa9.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:56
666312c6000000001b007cc6,2024-06-07-22:01:42,广东,666005e2000000000e0330e8,是呀，头水菌一般都不敢吃，我家不吃。,5960bc1650c4b43aaac7a1b1,舍脂,https://sns-avatar-qc.xhscdn.com/avatar/5960bc1650c4b43aaac7a1b1.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:57
6665645a000000000502d1db,2024-06-09-16:14:19,浙江,666005e2000000000e0330e8,头水菌会更毒吗[笑哭R]紧张刚买了还没吃,626a0e8a0000000021024ce1,花涧木,https://sns-avatar-qc.xhscdn.com/avatar/be4e54a984a21be925a215a08fb36c8b.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:57
6665646c000000000502535c,2024-06-09-16:14:36,浙江,666005e2000000000e0330e8,白葱没毒吧,626a0e8a0000000021024ce1,花涧木,https://sns-avatar-qc.xhscdn.com/avatar/be4e54a984a21be925a215a08fb36c8b.jpg?imageView2/2/w/120/format/jpg,0,,6660f8cd000000000502eeba,2024-06-29-10:53:57
666571a3000000001c009691,2024-06-09-17:10:59,云南,666005e2000000000e0330e8,刚来云南他们说请我吃凉拌见手青[石化R][石化R][石化R],5b843437b8dca5000117fd1f,momo,https://sns-avatar-qc.xhscdn.com/avatar/64277acc9af73b9b105e1375.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:57
66657c24000000001c009bb9,2024-06-09-17:55:48,云南,666005e2000000000e0330e8,逗你玩呢,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,666571a3000000001c009691,2024-06-29-10:53:57
6665be05000000001c026f77,2024-06-09-22:36:54,重庆,666005e2000000000e0330e8,白葱没毒,5c2b7b5c000000000502a6c9,斑斓,https://sns-avatar-qc.xhscdn.com/avatar/2b4cefbb01e0a0824f5c173dde7f98b2.jpg?imageView2/2/w/120/format/jpg,0,,6660f8cd000000000502eeba,2024-06-29-10:53:58
66661e76000000001b007a0e,2024-06-10-05:28:22,重庆,666005e2000000000e0330e8,白葱没有毒呀,5485cc632e1d9372740bb9a1,🙈🙉🙊,https://sns-avatar-qc.xhscdn.com/avatar/611ddac0b10697f18ad1c0ed.jpg?imageView2/2/w/120/format/jpg,0,,6660f8cd000000000502eeba,2024-06-29-10:53:58
6669cccc000000001b00787b,2024-06-13-00:29:02,中国,666005e2000000000e0330e8,我爸妈也吃上了[doge],596f1ffa82ec3972a5d47917,momo,https://sns-avatar-qc.xhscdn.com/avatar/644e87a9dd18c6c67a01f08d.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:58
666a5e16000000001c0250db,2024-06-13-10:48:54,重庆,666005e2000000000e0330e8,昨天喊代买了4斤白葱，本来拉下来还有点害怕，看到你这条安心了,58380f1c50c4b47fe2ec74b3,mo2mo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3148mf01am80048t0fb7hot5jnaovv48?imageView2/2/w/120/format/jpg,0,,666286da000000000502ccd1,2024-06-29-10:53:58
666adf5f000000002101dec7,2024-06-13-20:00:32,云南,666005e2000000000e0330e8,啥叫头水菌,5efae5240000000001003aa8,元宝的摆烂生活,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3131d28is42005nnqski08el882e7pf8?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:58
666aefdb000000001c027618,2024-06-13-21:10:52,云南,666005e2000000000e0330e8,黑牛肝又没毒,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,6669cccc000000001b00787b,2024-06-29-10:53:59
666b309d000000002300e81f,2024-06-14-01:47:09,广东,666005e2000000000e0330e8,头水菌是啥[哇R]（有位外地朋友跃跃欲试[哇R][哇R],5c72c0b50000000012025459,Ann,https://sns-avatar-qc.xhscdn.com/avatar/62d6a35ac26add1363bd2204.jpg?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:59
666b95b5000000001b0041a9,2024-06-14-08:58:30,云南,666005e2000000000e0330e8,就是刚下完一两场雨长出来的菌子，毒性比较大,644ba94d0000000029014f10,Lyna（孕中期）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311pffmuf0e0g5p2bl56qajoggvne538?imageView2/2/w/120/format/jpg,0,,666b309d000000002300e81f,2024-06-29-10:53:59
666d5fe8000000002100cc5b,2024-06-15-17:33:29,广东,666005e2000000000e0330e8,广州的荔枝菌（无毒），属于鸡枞菌的一种[偷笑R],58fe369d50c4b457ccf0dae6,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311su8pjm140049e9e6r9rmn681ilhao?imageView2/2/w/120/format/jpg,0,,666065c2000000001c01720c,2024-06-29-10:53:59
