comment_id,create_time,ip_location,aweme_id,content,likes,user_id,sec_uid,short_user_id,user_unique_id,user_signature,nickname,avatar,sub_comment_count,last_modify_ts,parent_comment_id
7384785186594865957,2024-06-26-20:18:12,云南,7384592860005387547,我真的很爱见手青 我每年都吃 但是我都是在外面吃，不敢在家里吃，但是中毒真的被娱乐化了，其实中毒了对身体有伤害，还有如果见小人就是对神经不可逆的伤害了,4,673344487689519,MS4wLjABAAAAQvXIosldvH6sWJcHXKGbImZcQnLTR8b2c-x9uvvliAU,52547683420,52547683420,"2024年5.4日捡到的宝藏小狗
是让人看见就会开心的Enfp小狗具象化
不知道会长到多大，也不知道会长得多么漂亮，
妈妈们都等着开盲盒中",趣小野(开盲盒中),https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_oAfPMBQhjAM6AeA9I7CBEdVo6GWH7qfQZARY8A.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7384834330302022454,2024-06-26-23:28:54,北京,7384742625095585064,谢谢你的视频，我真的想去尝试一下见手青，觉着中毒没啥，还能看到小精灵。你的视频让我彻底打消吃见手青的想法。,58,96102361645,MS4wLjABAAAAIqxHvtLvwJId4YjbU1f7gqe5olGg-m6b63i505rS29g,628460984,,,11111122222,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_3b9389574c7f4cca86dbf27116f85100.jpeg?from=2956013662,11,2024-06-29-10:59:48,0
7385057575228818228,2024-06-27-13:55:16,广西,7384592860005387547,见手青中毒过，看东西像万花筒的光影,2,71480034978,MS4wLjABAAAAcdVclfxEczgeokTSSDS3wugJR9AUw_afppd1KAQaWVI,95944932,,唯有爱和美食不可辜负,茉莉321,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_6d7e1b0bd78143efba9a4e82feee43e8.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7385114545716544293,2024-06-27-17:36:16,云南,7384742625095585064,昨天才在饭馆尝试！！！,1,628550740743533,MS4wLjABAAAA0HOxSfvvAnfyf6fg6yXvrM6WnFmPbBF5ZwgynQuyLgs,2843415229,dy4nq6no0c6t,,章,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_02a6b6175c9d4a2b8f67686cbf05f36d.jpeg?from=2956013662,2,2024-06-29-10:59:48,0
7385754330957660955,2024-06-29-10:59:00,上海,7384592860005387547,看明白了，野生菌中毒一定要及时吐出来，吐不出来就洗胃，少遭罪,0,76088921876,MS4wLjABAAAAfjjLb5EVPsqzopWVEfyrCuyF73DGg3B-nneEOHktbn4,182438681,,,爱喝咖啡不加糖,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_2956889ba40a7c10303d398bc5aa43e4.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7385666218205643558,2024-06-29-05:17:11,云南,7384742625095585064,看完了你三个视频，我打算坚决不吃了，本地朋友送给我的五斤[尬笑],0,109741028241,MS4wLjABAAAA3tCTMZaS7ERT0ESDARzT5HGnnzY6X17OgKZmDU3zuFs,1896022351,,他若爱你不够，你才需要完美,蛋宝宝,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_d8535ead344c220259356b649bf4092d.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7384788688579232531,2024-06-26-20:31:48,陕西,7384592860005387547,槽点太多了，真是不知道咋说……,10,100097411658,MS4wLjABAAAAtRlj9eN5bkT1jmGTz86Ut-S__tlDFSDV2w3uTzHA8Eo,1050703797,,,八戒爱吃大🍉,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_c5823e3f71dea308543cf2adee33a9d6.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7385397799078658852,2024-06-28-11:55:27,天津,7384742625095585064,看完你的视频，我放弃了网购见手青。。感谢🙏,1,96116891069,MS4wLjABAAAA_lV6R3hau84UZ1Crwa9OIP2secKXPkxgYIlZifxIlR4,629137670,,,嗯，就酱紫,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_c9cc51884d6b4e5c913b4ca3ff4c6bbd.jpeg?from=2956013662,6,2024-06-29-10:59:48,0
7384783859185156879,2024-06-26-20:13:03,上海,7384592860005387547,过两个月查一下肝功能，我当年中毒后，化学性肝损伤，后来用了好多年才恢复，以后别乱吃了,37,94478954587,MS4wLjABAAAAmAOMNpsVxHeQhX1enOH61WuN9_iVqCI1Pm6G0xNiuU4,793465017,,,．,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_2ecaa0001fd76d1167cf3.jpeg?from=2956013662,4,2024-06-29-10:59:48,0
7385124986757956393,2024-06-27-18:16:50,云南,7384742625095585064,外省的朋友千万不要网购见手青回家自己做！！！要吃来云南吃、我们这的医生有经验、真不是开玩笑[泪奔],40,61323442750,MS4wLjABAAAAPjXPUmlUcRI2eUU8r8sT-Y6nYzrXUCCMoa8R4b3UaPE,1537020130,,既然活着就要全力以赴的开心,周电鼠,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_a30f9e4deb95442dbdb52087f57a6b0d.jpeg?from=2956013662,1,2024-06-29-10:59:48,0
7385750337536639755,2024-06-29-10:43:33,广东,7384592860005387547,其实你直接在厕所打点滴方便点[不看],0,77707455263,MS4wLjABAAAAPaB2G2u_v9IjXJwdfcIuL40CkvBJzbfGszJ10FFGNeQ,138356586,,,🖤🖤,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_4f748db42f3097b5381fb2f366b41587.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7385732815784493865,2024-06-29-09:35:31,云南,7384742625095585064,建议端午节之前的菌子尽量不吃,0,58691548731,MS4wLjABAAAAgJHqyixk9tpBpCWAUkE7Td56-Uyi80dC7vaKXFYpbqY,1699051196,,矛盾文学大师,入戏太深,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_02e7acb607fb482f8e80b6754f5a1ebc.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7384806374776177448,2024-06-26-21:40:26,云南,7384592860005387547,我们本地人都不敢吃头水菌，博主勇者[尬笑],3816,1768466193593415,MS4wLjABAAAA88R-dmiVtueIqQv1N12PG4MHNDMfZWUkg9PBoiijoFnSI6Js8R0x6oSu8Zg-VB9y,45451435963,45451435963,烧水点茶，禅茶一味。,垂杨紫陌,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_9d6d9449edb33584ba6fbf07661a046e.jpeg?from=2956013662,153,2024-06-29-10:59:48,0
7385433199034680098,2024-06-28-14:12:54,广东,7384742625095585064,非常感谢，庆幸自己刷到。博主这个经历的分享起到了非常重要的，现身说法科普作用。我去云南一定不吃蘑菇🍄‍🟫。,1,54071345361,MS4wLjABAAAAp4Ti7gZKMHqFvMDRVoZ2VOqM3WyOr9idcOajGkse7JI,191542850,EdmundTT,"我是一名小学生，我叫踢踢
欢迎来到我的小世界",踢踢,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_b1ef45843a1adf1a80ba430939f938a0.jpeg?from=2956013662,1,2024-06-29-10:59:48,0
7384739569319691034,2024-06-26-17:21:12,广东,7384592860005387547,有次去同事家玩，他在炒菌子，结果来电话，他让我接手炒，我不知道盐够不够，就尝了一口。过了几分钟他家鸡从门口进来，跟我说，差不多熟了，加点水淀粉勾芡。我就知道出事了。,6566,4186551680251726,MS4wLjABAAAA3kv1EAFcvRI2uN58P9talxLp-paRuVk4HZfuLMR__2xZnEdEqDG105Sqjm0UgqMO,3866897828,BB887756,,Dōng,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_432eac29d87baf7724b9c5162dc93612.jpeg?from=2956013662,341,2024-06-29-10:59:48,0
7384834194822120244,2024-06-26-23:28:25,浙江,7384742625095585064,谢谢你，本来打算暑假去云南玩的时候尝下菌子，因为看了很多评论说有多好吃[泪奔]现在打消了这想法。,8,96369619432,MS4wLjABAAAAHMhG7_vdArowZfLPaqwiCwKg_erLgWiul6W_AfT-izw,696645727,,,lulu(⊙_☉),https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_75ab0017be97e4743ee6.jpeg?from=2956013662,18,2024-06-29-10:59:48,0
7385751450464584502,2024-06-29-10:47:48,云南,7384592860005387547,不是菌有毒，是菌没炒熟[捂脸][捂脸][捂脸][捂脸],0,64179937998,MS4wLjABAAAALrdu-pfOKelev8xOwMkzevVAchrtM_a4VJ5s46w0xs8,1220719850,,,XT,https://p3-pc.douyinpic.com/aweme/720x720/a0a800058c07fb586549.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7385625097572680467,2024-06-29-02:37:51,湖南,7384742625095585064,还是来湖南湘西吃枞菌吧 无毒好吃,0,59912652169,MS4wLjABAAAAABklHJVI_KDXnj1Hghs_8-AOJySKeZyvfKcXa_SqQhQ,13016790,susu_0403,,🌈苏阿,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_c2076d265b803447492f418e238379a3.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7385069871078048562,2024-06-27-14:42:57,云南,7384592860005387547,能用头水见手青招待客人的主人那是真心待人的，因为头水见手青的价格，做为本地昆明人都是可望而不可及的,1246,3179417908294350,MS4wLjABAAAA2yxBYgfJNO9MavL-1gq5RRsSjHv9gcXrGk-YDCTfppPoN2gfqDg9l_lVY6TC2WLS,3555451268,erzhi36038,,二枝,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_312a40000357ab63e6b19.jpeg?from=2956013662,33,2024-06-29-10:59:48,0
7385397865181070092,2024-06-28-11:55:43,云南,7384742625095585064,我作为云南人，都不敢尝试吃见手青，从小到大基本只吃本身没毒的青头菌、松茸、鸡油菌、鸡枞这些。主要在抢救室看过菌子中毒导致器官衰竭最后没救回来的。总之菌子中毒不是闹着玩的，有的整得倾家荡产最后还是人财两空。,7,68016307370,MS4wLjABAAAAShedaviaTXgnUQqYq2R-Kv_CtJUxF_Z2EqHrkFIFui4,74680149,yndl222222,跑步，徒步，骑行，喝茶，谢谢你的点赞➕关注,Andy.安迪,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_oQuAA5lQJStnLCJngICJMbDeeAA9CARcGyvPAI.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7384698780807250725,2024-06-26-14:42:54,陕西,7384592860005387547,我一直买牛肝菌吃，最近看中毒才知道牛肝菌就是见手青，我一个陕西人，真后怕啊，陕西医院怕是没有经验,1091,3456460855446926,MS4wLjABAAAATxn0ypoikMKDdAO7LyNaoae60X6nI4h_oj4w5T7Tcv9CVBhTw6FfvyE0IsKsxZGG,3544179801,dydhvb1psa20,,pray,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_o4AEAbjcnAGl8ANA43Do9yIf2CCQageg3h9SHA.jpeg?from=2956013662,215,2024-06-29-10:59:48,0
7385359606857843467,2024-06-28-09:27:16,安徽,7384742625095585064,让我彻底打消了吃毒菌子的想法。经历过妊娠剧吐，还有前段时间剧烈咳嗽，咳到呕吐，吐真的是人世间一大酷刑，光是吐就能让人痛苦万分，太遭罪了。妊娠剧吐的时候一度都不想活了[泪奔],1,94558200841,MS4wLjABAAAAeA9luy_jU2V_vSarSR8Ne7J5TNmQ6-l2_-RFC_S3tMw,940795100,,,Sky麻麻,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_os4NvCAeEDgb1ZAA2amATn8CEIkWDbAbgABeA9.jpeg?from=2956013662,3,2024-06-29-10:59:48,0
7385047129155175179,2024-06-27-13:14:43,云南,7384592860005387547,作为云南的一个急诊科医生看了视频，只想对你说:只要你当时采用了医生建议的洗胃机洗胃，可能就没有后面这些中毒症状了，中毒早期（6小时内）洗胃是最关键的治疗之一,2286,110581702908,MS4wLjABAAAAYr5uRCtWgZxiZIOtOmUJKIGXjChGXzluQlh0-7K6wP0,1976342552,2683403482yy,,云山雾水,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_o8oy7GHvAAAOAe4xgEfY9gCznNU8n8MhAACDpI.jpeg?from=2956013662,36,2024-06-29-10:59:48,0
7385645952919798565,2024-06-29-03:59:00,云南,7384742625095585064,我又看了你的图片 确实没有炒均匀 有糊锅 菌子美味也确实要注意食用方法,0,111424657212,MS4wLjABAAAAna_1JD9wBpPoFPK7bDdHUdgUv70x5-j7fpkLZ4uZUfQ,2099882258,ffddyy12020719,醉沉沉且头清 忙碌碌无拘束...,小峰,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_97cb21b8e5b2451db5e309c9045fe408.jpeg?from=2956013662,0,2024-06-29-10:59:48,0
7384720106528375589,2024-06-26-16:05:40,浙江,7384592860005387547,17年 菌子中毒 头上一直盘旋一条黑龙 巨威风 持续三天 我以为只过了两天[尬笑][尬笑][尬笑],176,101821705465,MS4wLjABAAAAY1NarHQ1QymfVxSmVAhucGWSVAa7thIqTTxU2UJmSrM,1467995389,CH_Jing,"感谢关注！
脾气特别不好 满级键盘侠 骂人没商量 
个人素质不代表国家和地区 
998线超模知名演员唱跳歌手～  
还是大家都很想的静静～",Jing,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_3161a000c5c81f169bf11.jpeg?from=2956013662,33,2024-06-29-10:59:48,0
7384788418259190540,2024-06-26-20:30:43,辽宁,7384592860005387547,医生说打三天针你是一句不听啊,2296,742906321440555,MS4wLjABAAAAVGfjnQ2FhVRolFVJygpx6jaGwVQepHIHcSHsQh9pwvg,2245203903,,,佟^O^,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_5fce69fdccc4904667be4d78a3cebf74.jpeg?from=2956013662,14,2024-06-29-10:59:48,0
7384810304251134755,2024-06-26-21:55:40,云南,7384592860005387547,从你的症状来看，你吃的见手青，可能掺杂了别的有毒的菌子,137,97483904976,MS4wLjABAAAAWOVNw6S2BHRj7C-1n45UPozn_sIGUN_7EqEhIpNveN8,944476804,jingjing.abc,客栈老板娘，已婚，俩娃。没空闲聊。关注我的都是小可爱吧！,那个静静,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_20b080000ec0a8a0f01d9.jpeg?from=2956013662,8,2024-06-29-10:59:48,0
7385192805666685750,2024-06-27-22:39:58,广西,7384592860005387547,干嘛不洗胃[微笑]医生都叫你洗胃你不洗,73,108365992499,MS4wLjABAAAAZUcYjo2Ki6Txa5gy9nVmUU5Z3wJwjrzkr_GmvxnwNQI,1805250997,,,胖jie,https://p3-pc.douyinpic.com/aweme/720x720/f95e0005195667271344.jpeg?from=2956013662,6,2024-06-29-10:59:48,0
7384671773503996723,2024-06-26-12:58:07,安徽,7384592860005387547,那个吃了半盘摄影师真的厉害，没啥事,1487,99593406118,MS4wLjABAAAA46oI9mEQIIanXH6PLOXIx9s9SGHmxmm6ePnW5NibTvc,2222197586,,,幸福-默念,https://p3-pc.douyinpic.com/aweme/720x720/1cb830007e7b765dedb77.jpeg?from=2956013662,70,2024-06-29-10:59:48,0
7385092109067666213,2024-06-27-16:09:13,四川,7384592860005387547,[看][看][看]难道都没有发现他所说的痛苦和困难都是从他没有接受医生的第一建议（洗胃）开始吗？包括觉得自己生命更重要，但是还是在没治好的情况下选择先回北京。,412,3201373056804014,MS4wLjABAAAAsgHXbERy1H2W2o-w63HsEzacd7fYxvFUg-XP3H5eRD_WYWM8C3wxyMnCLI7resv0,3986751751,bangeshanhai,那。。。下一次还能见面吗,半个山海,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_4947ea9553684730ba7c1c96c2f19e19.jpeg?from=2956013662,13,2024-06-29-10:59:48,0
7384773800430551860,2024-06-26-19:34:01,,7384742625095585064,这个还真不知道~,5,3978462902621675,MS4wLjABAAAAMMNgdarVRuQ2S_AQJ4J808IO2vBxM3blWeSfWbLLPR9v8JGelexXaHuedhEvip5C,43969202267,43969202267,,炸毛的一一,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_0356d1800b4ee43f41141ec5aa56bada.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384757802638967589
7384744529255744290,2024-06-26-17:40:27,,7384592860005387547,关于评论里的疑问，我做了最新的视频补充[流泪]，希望大家不要模糊重点，对有毒野生菌中毒不要过度娱乐化[泣不成声]，才是我做这个视频的目的！,1840,3978462902621675,MS4wLjABAAAAMMNgdarVRuQ2S_AQJ4J808IO2vBxM3blWeSfWbLLPR9v8JGelexXaHuedhEvip5C,43969202267,43969202267,,炸毛的一一,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_0356d1800b4ee43f41141ec5aa56bada.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384743042438087424
7384837302788555520,2024-06-26-23:40:27,,7384742625095585064,我就想知道吃了半盘的摄影师有没有事。,5,109929723458,MS4wLjABAAAAdrax-qXeb31597n4SaUuJ4zIUekSrC0RDqiCN5EJgc4,2167940847,,,小老虎🐅,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_ooq9EhhC2AVRIHCOAmhx0HgEzNA5fAAs3CAleI.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384757802638967589
7384749834161931060,2024-06-26-18:01:05,,7384592860005387547,油放少了,13,98027896273,MS4wLjABAAAAjeVZBSg-lEpEgKZIpZUFpLZdUgi1N1YOMTAJP-E81kc,905300839,f13404961585,,普洱小姚,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_oYNfQIHPAE2CfkfAbX2LDMQgeA4FH2ASDuI2MA.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384743042438087424
7385228440939528970,2024-06-28-00:58:23,,7384742625095585064,1.2万人,0,2069735452970532,MS4wLjABAAAAU7uzrrKG60w4woMJ0CUVS5U6MJ31PnFE6ou9pwc-NJMVCRLLKz2NFszIk2dzdt_7,73353814925,73353814925,,古玉有约,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_osNzXdeAAUzGW3ihgrfY8EAHASANIgCK9RADXA.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384757802638967589
7384750545116676864,2024-06-26-18:03:48,,7384592860005387547,错，饭店的更安全[偷笑][灵机一动],45,77811629146,MS4wLjABAAAAPo7jkdSZ_QVhDdhgh7nFPONmNmpemyQ_OiyOwoa2xPU,362018122,applehappy,,applehappy,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_a8ca28b6338b4a9c93a439df67532d28.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384743042438087424
7385289573054694159,2024-06-28-04:55:54,,7384742625095585064,云南人也会说普通话的，祝你早日康复，以后来云南玩儿听不懂方言可以让他们说普通话哟,0,530406253527747,MS4wLjABAAAArblhjOrC7M-3F_Iiq-Xx2-5uPGYOoFhetC3vZvuIOIs,36163106618,36163106618,,乌梅子酱,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_c49e7c9451834edfedb25594963d5881.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384757802638967589
7384755705628656403,2024-06-26-18:23:49,,7384592860005387547,饭店一般会用一些半人工菌子，或者是本身无毒的安全菌子，见手青这种饭店不太用[捂脸][捂脸][捂脸]，风险太高[捂脸][捂脸][捂脸],20,61485955235,MS4wLjABAAAA9ATrzPI4ziOC-3seeY9Vg7k6pMHONtO6WzuPHCr3cpY,926168896,XZ13330553550,,喜洲美美,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_ff5743393dec478fa8ffc526c82317df.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384743042438087424
7385290925973603087,2024-06-28-05:01:08,,7384742625095585064,你要相信整个云南的医院就算打麻醉了，也不会把送去缅北，云南的人真的很好,0,530406253527747,MS4wLjABAAAArblhjOrC7M-3F_Iiq-Xx2-5uPGYOoFhetC3vZvuIOIs,36163106618,36163106618,,乌梅子酱,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_c49e7c9451834edfedb25594963d5881.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384757802638967589
7384757088550060826,2024-06-26-18:29:12,,7384592860005387547,同意，很多人身体基础不好，根本不能去尝试，拿自己身体开玩笑,13,100222549057,MS4wLjABAAAAJ_x3i6sKPBo1YIc9jmCuOWi1fK87feoJaL-8JlDfmqg,1057727229,,,白花果茶,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_18bc500017d86f5d139e6.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384743042438087424
7385399771974206246,2024-06-28-12:03:06,,7384742625095585064,两个视频都说了没事啊[疑问],0,4142588395783039,MS4wLjABAAAAoeQkHcy9XkLu1C0wi4PAoYtiHUQ5KcYfTSFwlpIU34Xj4TYYafBZWRHI64CtKr1i,3641243772,HereYouGetKilo,,Kilo_3000,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_3f2edaae764d4fc5952c6772f8d78a62.jpeg?from=2956013662,0,2024-06-29-10:59:50,7384757802638967589
